text,labels
200 % sure i 'm slept on emoji_831,0
tomorrow ! come pick up some amazing treats from us . we will have all sorts of lovely things to help you celebrate aquarius szn emoji_287,0
"robynlively : "" and congrats to these hot ladies for their win & destroying their performance ! work work workin ' it ! ;) and to my bro ( ... ) """,0
"the cameroon govt has blocked the internet in english speaking parts of cameroon , help rt and share # bringbackourinternet",0
paid someone a visit today ... any guesses who ? emoji_38,0
""" you know what led to the holocaust ? too many nazis getting punched in the street . """,0
forever and always,0
have a question for <user> ? # askmalcolmjenkins he joins us live in studio on nfl gameday first ! saturday @ 10amet <user> emoji_418 emoji_589,0
before & after emoji_870 emoji_246,0
louisville soccer emoji_2,0
"and that 's a wrap , folks ! ! thanks so much for dropping by our booth and making our first time at # ces2017 an incredible one . – 在 ces 2017 emoji_202",0
the atlanta falcons . super bowl 51 bound !,0
the winner of # pitvsne will become the first franchise to make 9 super bowl appearances . who makes history today ?,0
look familiar ? ? santino quaranta drafted at 16 years old . # fbf <user> <user> <user>,0
this lil guy is helping me get the wrinkles out out our backdrop emoji_3834,0
lovin ' life,0
"ain 't no time to hate , barely time to wait ,",0
"slay me , # kristenbell ! # goldenglobes",0
"everyone is getting $ 250,000 in gta 5 from <user> go check your # gtaonline account right now !",0
"recognizing monica , kaci and michelle for top operational performance . # badgerup # swbest we appreciate you ! emoji_199 emoji_199 emoji_292 emoji_372 emoji_372",0
enjoying the # inauguralconcert tonight with toby keith at the lincoln memorial ! i love my country # trumpinaugural # lincolnmemorial emoji_623 emoji_958,0
: . : we are twenty one pilots and so are you : . : # cliqueart <user> <user> <user> <user>,0
# illini starters let 's go ! emoji_331,0
why are you doing this to me ? ? ! ! # beliebers # bestfanarmy # iheartawards,0
# atticusindepand rt <user> : cheeky ! # ibiza # trance # trancefamily # trancefamilyned # summer # eden,0
delicious,0
"time to get back to work . it may not be very loud , but this is my voice . my platform . find or create your path . we 're in this together .",0
rip asap yams . what you started in 2006 lasts forever .,0
vote # vote vote ! i all ! only a few more weeks to vote ! # bowie # lazarus # lazarusmusical # lastfiveyears # michaelchall <user> emoji_623,0
kinda late ? but lemme still hop on this train too :-) ) # praisintheasian,0
i 've met your parents are u jealous <user>,0
a hint of color ? not a chance . # praisintheasian emoji_2102,0
mood for all of 2017 emoji_64,0
be beautiful .,0
my bathroom is boring so since i 'm extra i added some badly edited contemporary art,0
blessed to receive an offer from mgccc # intheblue emoji_292 emoji_263,0
always and forever . hope you liked today 's vlog,0
""" voices in my head """,0
# thingsinolongerbelieve that the stork brings babies . they come from the cabbage patch .,0
""" uhng .... shiro .. ? "" im dead im deceased",0
"thanks to santiago casilla . although it ended poorly , no doubt he was dominant in our 3 ws titles ! # sfgiants",0
finally we have a president that : 1 ) loves america 2 ) loves americans 3 ) respects the constitution 4 ) represents america 5 ) america first,0
tomoyo doodl bc i keep thinking about how much she inspired me tt ♡,0
former card juan palacios also courtside . his return to turkey delayed because he dislocated a finger here 2 days ago .,0
we 're beyond excited to present the baby borg trophy to <user> tonight at # anworldcongress !,0
tonight 10:30 east on spiketv tweet live # caraokeshowdown,0
* since we want more student participation * . . . here are the boys and girls basketball game themes for the remainder of the season emoji_1345,0
uh oh ... what 's going on here ? find out in 2 days when # quantico returns to abc !,0
who 's the better rapper / artist ? rt for nicki like for remy,0
""" this is my bay window and i 'm not ready to leave it . "" # girlmeetsgoodbye",0
"never stop being productive ! "" retirement at sixty-five is ridiculous . when i was sixty-five i still had pimples . "" - …",0
now ... let 's get to work .,0
paul ryan : look at me ! ! i 'm current & hip and trying to take health care away from millions of americans while lowering taxes for the rich .,0
no chill emoji_19 emoji_19 emoji_19,0
don 't let these pics fool you i 'm actually extremely happy,0
love these two ! <user> emoji_623 emoji_623,0
thank you to the trump administration for giving me and my friends tremendous seats from which to witness history !,0
epic sunset tonight at coastal ... it 's great to be back # chantsup emoji_229 emoji_334,0
jack nicholson at the 1974 # cannes film festival .,0
day 6 . # scandal . comin soon,0
oops my hand slipped <user>,0
maa boysss good morning anw ~ ~ emoji_3965 emoji_3965,0
which gun is better ? retweet for ump 45 ! like for pp - 90m1 !,0
"# loveflowers facts hippeastrum is greek for horseman ’ s star or knight ’ s star , as the flowers have a star-like shape . emoji_70",0
here 's our oht for today # aldublifejourney enjoy tweeting emoji_1109 emoji_197,0
"lights , camera , # cubscon .",0
"its unreal how well juan williams can flat-out , out talk , and over talk all the others on # thefive . amazing !",0
i am so incredibly proud to call them my idols # womensmarch,0
i would take that ethan back any day,0
( & & ) of course lo daughter mother didn 't come to play with you hoes lo couldn 't show out for his birthday so i did emoji_26 emoji_9 emoji_64 emoji_623 emoji_53 emoji_32,0
"'i want to be with army till the end , that 's all i want ' jungkook 's thoughts after the epilogue concert , he is so precious pls protect him emoji_32",0
"with something short of 7 days remaining , the psychotic in the whitehouse is frantic to protect his "" legacy "" instead of the american people .",0
unbelievable <user> 2016 # ucl # cwc # supercup # euro2016 # uefabestplayer # ballondor # thebest emoji_180 emoji_1031 emoji_1031 emoji_1031 emoji_1031 emoji_1031 emoji_1031 emoji_1031,0
a concept,0
when she said her head crazy emoji_19 emoji_19 emoji_6971,0
tonight is just the beginning . every night . 4pm . mcpherson sq . 15 & i nw . # flooddc # nofascistusa,0
what they say <user> 's inauguration looked like vs what it actually did,0
ahh <user> you never disappoint . stunning . # goldenglobes .,0
a look : emoji_553 emoji_553,0
did you even go to <user> if they didn 't give you the food in this bag ?,0
something other than bright colors for once !,0
the purpose of facebook live is to watch a piss-drunk alex jones stand around and cry,0
# busterkeaton & # sybilseely in 'one week ' ( 1920 ),0
"i joined my daughters , granddaughter & 50,000 people in # atx at the # womensmarch to ensure our voices are heard # atxwomensmarch # whywemarch",0
<user> <user> pay my tuition and i 'll take this down,0
smu today # ponyup emoji_466 emoji_99,0
"okay , yall are good ... what about 200 rts in 2 mins ? # bestcover # exsandohs # iheartawards",0
donald trump supporters today,0
when you swear you 're done with him but then he asks if you want to get food .,0
<user> i see you jenny congrats on being you emoji_238 emoji_122 emoji_744 emoji_272,0
the legendary <user> stayyy looking at booties # iconic # winterwonderland | | : <user> emoji_115 emoji_115 emoji_423 emoji_328 emoji_381,0
bleached report has kyle lowry ranked 5th best pg & demar derozan as 2nd best sg in the league right now . # wethenorth,0
stand user : donald glover stand : [ c h i l d i s h g a m b i n o ],0
aw he is the sweetest with babies,0
yay we will be getting linstead at the shooting range in an upcoming ep,0
""" probs the vikingest season of all viking seasons . s / o to the fans who didn 't jump off buildings . don 't know about you but i need a drink . """,0
mama bug looking flawless <user> emoji_238 emoji_238 emoji_238,0
gorgeous night at university lake ! # sunset # oagaag,0
# teamlincoln's nathan arnold celebrates his goal to send the imps in to the fa cup fourth round ! chris vaughan emoji_202,0
a 41 - yard reception by <user> keys the # patriots scoring drive . # pitvsne,0
guys my age - hey violet,0
find someone who looks at you the way freddie falcon looks at matt ryan .,0
"i 'm so proud to announce that my own brother will be staring in lifetime 's new and upcoming show "" the pop game "" ! ! i 'm so freaking excited ! !",0
ye will know th moor and ye will respect a tru moor or perish . 13love 13wisdom 13knowledge 13raspect,0
lines to check out <user> ! ! they are handing out cookies ! ! # icestorm2017,0
we got a glimpse of what 30 year old justin would look like and damn i 'm all for it,0
shark boy ! emoji_550 emoji_636 emoji_1076,0
"julio jones + falcons = super bowl bound # rolltide sleep well tonight , ladarius gunter and damarious randall . the nightmare is over .",0
it has been a productive day of painting kitties ! wip sneak peek here,0
why not,0
next time let 's do this at my place .,0
"remember there are no coincidences in life , only fate . what is bound to happen will always find its way . # aldubstayinlove © manny and april",0
"varsity is ready for sectionals tmw ! now or never ! one team , one dream , one goal ! # januarygoals",0
well <user> give us more # philkas because # wewanteyewitnessseason2 <user> emoji_238 emoji_238 emoji_238,0
# write from the # soul . the market is fickle ; the # soul is # eternal . j carver # writing # writerslife # amwriting # truth,0
vote for shawn <user> # iheartawards # mendesarmy # bestfanarmy,0
and so it begins ...,0
"snapshots from today 's dual win over # 12 illinois . thanks to the over 3,000 that packed st . john arena . # gobucks emoji_381",0
look at this tweet from an <user> employee . a disgusting remark that <user> should fire katie rich .,0
# rt if you remember subway song,0
beetle w / process for <user> # pixel_dailies . pretty much # db32 palette ( i think i added one shade ) . # pixelart,0
which way is houston <user> # datway # superbowlbound # riseup,0
de-stressing . reffed off a picture i took of an alleyway in central while my friend was visiting,0
gave me chills,0
falcons last 3 draft classes have been <user> emoji_1121 emoji_1121 emoji_1121,0
better idea : make trump 's regime the shortest presidency in us history . # impeachabledayone # theresistance # wewontgoback,0
"when you properly use "" whom """,0
"in pulp fiction , every time vince goes to the bathroom , something bad happen ... the restaurant robbery , mia 's od , and butch kills him .",0
some of the rubio long snapping instructors ready to get the small group sessions going . vegas xxix if officially here ! ! !,0
can you ask the guy in your office to spend less time editing my wikipedia entry <user> - this isn 't what the public pays for !,0
bye she was like going in to labor and pausing in between contractions to do her makeup,0
first trip to # disneyland vlog is exporting ! ! ! we loved <user> and i 'm so excited to share it with you !,0
"at the # womensmarch : "" girls just want to have fundamental rights . """,0
my man <user> taking notes ;) . # g4 <user>,0
how lovely of <user> to send me this definitely a book worth reading ... emoji_377,0
at the march trying to make a few extra bucks like,0
teachers : now is not the time to get senioritis me :,0
i just like titties rt please emoji_8,0
[ picture ] gwendoline and nikolaj on the red carpet at the # goldenglobes tonight ! ( via thronesfeed on instagram ),0
"anitta com eduardo bravin , via snapchat . emoji_238",0
# parentchallenge 1 ) post a pic when you were pregnant 2 ) the day your child was born 3 ) what your child looks like now emoji_5927 emoji_461,0
"final # minimonday for this week small car , big heart , huge fun emoji_238",0
how we feel about having to leave # uschamps2017 early ~ missing <user> land five quads ! ! ! what a championship moment ! go # teamusa emoji_2558 emoji_958,0
[ instagram ] zayn shared <user> fanart on his story,0
"joint au , un , ecowas statement on # gambia . we shld now all support & accompany gambian pple on challenging journey to healing & reconciliation",0
omg this photo <user>,0
my dad got a fitbit this week and has made it his personal mission to create a competition,0
"# kindadvice : when it rains look for rainbows , when it 's dark look for stars ! # thinkpositive # iamkind what ’ s your # kindadvice ? # iamkind",0
i know i already posted selfies today but these are just too good,0
"happy birthday to the man most talented , humble , incredible actor an amazing person , danny deserves the world emoji_479 emoji_623",0
when you dip jensen ackles emoji_19,0
mind body soul emoji_833,0
all nba chicago team,0
they 're just photo size but i got a lot of each ! i 'll be passing them out for free at ohayocon : 3,0
17 01 21 lotte fm # sungmin,0
gotta get high to better my lows,0
there comes a time in life you just have to go for the glitter ! ! ! thanks <user> becca ! # sparkle # secgymnastics,0
had to post this because we all know snow lighting works wonders emoji_1466,0
bts ( moodboard pt . 1 ) - rt if u save - do not repost / edit - requested - cr to the owners karol emoji_1746 emoji_1746 emoji_77,0
'a vegan diet can help prevent & reverse some of the top killer diseases ' ~ michael greger md,0
just chillin,0
good morning world emoji_720,0
be the change .,0
it 's been a fun weekend (: i love all my amazing friends . also here are some photos of micah playing in the fog !,0
cr . suga on the beat,0
"one of my favorite pictures of the day , while i was @ the inauguration in washington my two grandsons were learning patriotism at home . # usa",0
friend : hey wanna go out tonight ? me :,0
the lipstick on his chest this part will wreck me please do not touch me,0
found abandoned baby otter . poor guy is very weak,0
the open hip hop teams are continuing to push the limits here at # udanationals !,0
valentines day is coming up … just saying emoji_36 emoji_26,0
"grand prize for the # ost scavenger hunt has been awarded to <user> ! four prizes remain , find words on our feed to win ! # aas229",0
""" the peace that comes from within can defuse the storm that comes from outside "" # goodnight # happysaturday emoji_1436 emoji_90 emoji_245",0
everyone needs to realize this,0
london .,0
today at <user> # jeffreycampbell emoji_571 emoji_6279 emoji_7456,0
the run is over credit : john amrs,0
taking care of all customers ! even # gheorghemuresan knows <user> is the place to be for your <user> needs ! stop by # montgomerymall – 在 westfield montgomery mall,0
damn good feeling to walk out of a fb clinic speech & find out the horns just added a big time predator # texasfight,0
for all you axel fans here he is joining e block for briefing as they start their night shift !,0
. <user> is taking over our snapchat from <user> 's birthday party tonight ! ! be sure to follow us at justjaredjr,0
"i actually enjoy taking a lot of selfies , but i just choose 4 ! # filipino # youtuber emoji_36 emoji_2102",0
"<user> breitbart directs hate speech against muslims , and you 're advertising on their site ! blacklist them ! <user>",0
liam and louis surfing was such an iconic day,0
this is my favorite thing regarding yoi animation quality,0
the cows are joyful milking in this barn .,0
jake matthews ! ! !,0
this photoshoot is heavenly emoji_238,0
park city follow my adventure on snapchat @ abigalemandler emoji_1625 emoji_1466,0
good morning <user> <user> rest today and recharge muna if you can pls stay healthy mga bibis ctto # aldubmotivated emoji_238 emoji_3839 emoji_623,0
take a break from the headlines and enjoy this picture of sylvester stallone as harry potter .,0
giveaway time ! m4a4 asiimov - ft rt + follow to be entered : <user> <user> good luck ends ( jan 20th ),0
funny how today 's shoot was totally unplanned emoji_8,0
reppin .,0
everyone join this . one last hurrah .,0
if this aint me,0
now everybody wanna come see how we kickin sht ... emoji_42 emoji_1606 emoji_1121,0
a glam latex d . va inspired outfit by the wonderful <user> so lucky to have modelled this i 'm in awesome of this designers talent emoji_96,0
mood af with oomf emoji_921 emoji_238 emoji_9 emoji_184,0
"congratulations to our newest secretary of homeland security , general john kelly !",0
"anak ni gloria diaz na si isabelle daza , nag ala ms . universe 1969 (: isabelle daza ig ) 'when your mom is iconic enough to be a costume "" emoji_202",0
how many retweets + replies for fifth harmony ? # harmonizers # bestfanarmy # iheartawards,0
goodnight hammers ! # coyi emoji_1117 emoji_1117 emoji_1117,0
"update : one of the ea 's cms has confirmed that this guy is a new "" elite class "" for # bf1 . stay tuned for more info # theyshallnotpass emoji_58",0
' 17 henderson wr <user> will visit texas on 1/20 . # hookem # beasttexas,0
"tagged via command by the bae ( who i tag back waddup girl ) , i did the meme and got too lazy to color it forrealzies . # meettheartist",0
so uh i met katy perry today,0
congrats to c . j . smith ( <user> ) who scored his 100th career point with an assist on jake kamrass ' 2nd goal in the 1st period !,0
<user> does one hell of a trump impression .,0
just look at indianapolis today # womensmarch emoji_623 emoji_623,0
when a # southsidechicagowoman looks at you like that : you must move along quickly # inauguration h / t - <user>,0
i love you in a place where there 's no space or time . <user> emoji_202,0
"i love myself and i am proud of who i 've become , don 't be afraid to be you , you are you and it 's okay # griersarebeautiful <user> emoji_96",0
""" give me one more and we 're done ..... i love you . "" she 's the best emoji_394",0
a good night for # saintsfc ! # wemarchon emoji_1203,0
# new pics of logan with some friends last night !,0
this looks amazing emoji_1657 emoji_2499 emoji_278,0
last game win to get to 30 ! hazard as cam was the difference emoji_1508 emoji_1508,0
from the dunes the moon rises and you # justwrite,0
okay now,0
liberals triggered # trumpinauguration emoji_19 emoji_19 emoji_19,0
oops i love this effect emoji_1877 emoji_1877 emoji_1877,0
final game report : freshman grant riller records his 3rd career 20 - point game to lead charleston to its seventh-straight victory # thecollege,0
"omg , now i know where i recognize kim from ! # hatchetface # crybaby # cbb",0
happy friday everyone one of my fav painter cy twombly . flowers flowers and more flowers ...,0
poll : feelings about <user> twitter use . # specialreport,0
bought her a bmw for her birthday happy birthday mom ™ emoji_744 emoji_245 emoji_64,0
this was such a rockin ' night ! miss ya <user> x,0
great to see the university of hawaii back at # ucanationals this year !,0
header for <user> likes & rts appreciated ! # daretodesign third response .,0
one more day before <user> starts ! ! !,0
end of a great # roar24 day .,0
this gorg lady has a new book & a <user> line you gotta get into ! i 've loved seeing <user> kill it & stay so sweet all these yrs emoji_236,0
jimin 's contacts had me feeling some type of way,0
bee bee 8,0
"rest in peace bro .. always gonna be in our hearts , this season is for you . love you leo .. #  9 emoji_623",0
espn is reporting that giannis antetokounmpo will be named an all-star starter !,0
this,0
""" yes they let women do some things at nasa and it ’ s not because we wear skirts . it ’ s because we wear glasses . ” # blackwomenstem <user>",0
"oh happy day . it 's the friday afternoon "" news dump . "" san francisco spends $ 1.19 million on toilet paper yearly . use this as your $ benchmark",0
"we will fix the bail system in victoria . one strike and you 're out , and presumption of remand for violent offences .",0
are you looking for the “ gold ” in people ?,0
breaking : according to syrian reports israeli airforce hit a ammunition depot and building at the mazzeh ( almazza ) airport near damascus .,0
"# tntweeters # uslatino # usa # theresistanse # werestillhere # fightlikehell # uniteblue thanks , obama , indeed . image by occupy democrats",0
maybe one day my hair will cooperate emoji_200,0
thanks <user> ! finally :d,0
get excited like bill ! more football ! # pitvsne,0
snow photo shared by lindsay m . # thisisroc # roc # rochesterny # snowheart emoji_1495,0
that 's supposed to be a peace sign,0
"when they weren 't performing , # ringlingbros kept elephants confined . they spent most of their lives in chains .",0
i 've had two smoothies today ! look how beautiful the # smoothierevolution is ! snap me your smoothies af !,0
lady gaga & pepsi - not in my house . trump bashers are not welcome !,0
no . 2 in the world we couldn 't have done it without you . thanks to our staff and partners for an amazing year . let 's rock 2017 emoji_720 emoji_1508,0
"farewell mr . president we appreciate what you have done for the country , as well for the culture emoji_3982 emoji_958",0
baby llama don 't need no drama,0
extremely blessed to have received my 20th offer from the university of miami ohio # riseupredhawks # maction emoji_466,0
""" rage on the stage "" a great high school wrestling event at jimtown . well done mark kerrn & the jimmies staff # wsbt22",0
"hani , she 's so cute emoji_26 emoji_32",0
"oh yeah , i also got to wear admiral ackbar ’ s arms . attempts to walk out of pinewood still wearing them = unsuccessful .",0
: unknown - tattoo .,0
this <user> piece has been my wallpaper for months and now it ’ s the entire country .,0
"in a world full of trends , i want to remain a classic . emoji_412",0
supreme still dropping emoji_2 emoji_2 emoji_2,0
it 's a dance party in atlanta ! # riseup,0
blessed and honored to receive a offer from arizona state university # gosundevil emoji_412 emoji_9,0
john lewis now raising money off of trump attacks,0
"there they are . safe and sound on the ground . enjoy today , bibis ! © phoebe l . erfe | fb # teamdtbysasinulog emoji_268",0
is it me or does lincoln look legit horrified ?,0
the mystery of the century is what app is kim k using to give her photos that # aesthetic # vibe :,0
"# happeningnow : "" racist , sexist , anti-gay , donald trump , go away ! "" hundreds of protesters chant at trump tower in chicago . # inaugurationday – 在 trump international hotel & tower chicago",0
to all the gamers in the community if u want good youtube content sub to my little sis <user> channel now emoji_1498 emoji_64,0
indianapolis . take that <user>,0
i love art .,0
# kerracters <user> at the # womensmarch in los angeles . # wmla,0
these are amazing # womensmarch,0
"when you 're about to go turn up with squad and you waiting on that "" we outside "" text",0
a . r . m . y fyi . # bts,0
lazy - both of them,0
"me : it 's fine that everyone likes the before photo better , nbd me 5 sec later :",0
thanks 4being there 4each other thru thick & thin ! continue 2inspire others w / ur love story <user> <user> # aldub79thweeksary emoji_4980,0
# fursuitfriday ! ! we have got a selfie stick in the shot here ! geeze ! i was still learning how to use it at the time emoji_381,0
good night folks . emoji_1784,0
riding the jet to houston . <user> # iwill,0
jesus christ not now mom .,0
"brilliant . ( i do not know who created this . sadly , i did not ) . # alternatefacts",0
"indonesia , let 's do this # keziawarouw # kezia4mu # missuniverseindonesia # 65missuniverse2016 # missuniverse # missuniverse2016 emoji_623 emoji_623 emoji_623 emoji_1606 emoji_1606",0
"strong half for the # huskies , as jalen adams leads the way with 10 points . kentan facey with 9 points and 8 boards . # uconnnation",0
<user> <user> <user> this dude had to be pissed about losing the perfect season ! # browns,0
<user> sketches of joseph made me want to draw him for the first time emoji_636,0
masculinity as fragile as this pocky,0
best sign ever # womensmarchonwashington # womensmarch # girlsrule emoji_19 emoji_1225 emoji_958,0
do u want learn to play guitar or bass this year ? i can teach u via skype lessons at a lower price that u wld get at a music store,0
"# womensmarch "" i am not free while any woman is unfree , even when her shackles are very different from my own """,0
"it is ok to be afraid . it is ok to feel pain , or grief . literally the definition of courage is having these feelings and overcoming them .",0
. <user> <user> <user> <user> not on our watch . # svu,0
roses are red where 's 1d at end this hiatus howbow dat,0
"prepare your bodies . a brand new i don 't bi it is coming at you tomorrow , and it features the one and only <user> ! ! emoji_792 emoji_1495 emoji_96 emoji_623 emoji_268 emoji_1498",0
our crew > your crew # aspbetterman,0
who cares,0
"a guy : i 'm tired of the overlining lip trend . i prefer when girls go more natural me , a person who certainly did not ask :",0
"as the first half expires , matt boermeester with a 49 - yard field goal attempt . no good as both teams head to the lockers . usc 27 psu 21",0
30 hour bus ride to california emoji_82 emoji_528,0
first one down hopefully more to come ! !,0
my crime thriller film <user> starring <user> <user> is coming to movie theaters next month ! stay tuned for details .,0
buffalo ... just know i got us !,0
when you 're already having a bad day and people really decide to test you,0
best poster i 've seen so far,0
short hair shawt is back . emoji_79 emoji_1207,0
proud to be part of the 750k that marched on los angeles today # womensmarch,0
my heart hurts,0
aston martin dressed for the occasion at # ausopen . we 've been supporting <user> with vip transport for players to the rod laver arena .,0
gigi hadid for maybelline .,0
anyone wanna hang out,0
i haven 't spread the good word of jack-o in a hot second so look at best girl with me .,0
"today in 1987 , john elways directs "" the drive "" - a 15 - play , 98 - yard 4th quarter masterpiece as the broncos stun the browns for afc crown .",0
according to rumors # jeffbridges will be playing # darkseid . what do you guys think of this ? do you want this to happen ?,0
top-graded <user> today di mike daniels 81.4 qb aaron rodgers 77.9 lb jake ryan 77.4 g t . j . lang 77 # gbvsatl,0
"gaza is not poor , has been robbed of its resources and rights & now people among many difficulties trying to survive .. # gazaundersiege",0
see a chug send a chug ! stop by dutch bros . until 5am tomorrow 100 % of proceeds will be donated # luvforlindsey,0
la formation projet ée du match de ce soir . / the projected lines for tonight 's game . # gohabsgo,0
most rewarding part of being a med student is helping your friends in times of need,0
# warcraft commission of melyssine and her silithid hatchling ~,0
"gosh , look at this good exercise boy .",0
＼ sunny morning ／ emoji_419,0
ok and this too <user>,0
i don 't think you 're ready ....,0
2017 has only just started and i am living for these art pieces people be drawing onto their damn eyelids emoji_238 emoji_590,0
# ringlingbros prematurely separated baby elephants from their mothers and kept them chained on concrete in order to break their spirits .,0
"back on track . no . 1 baylor rebounds from first loss and picks up nice road win at no . 25 kansas state , 77-68 .",0
so excited to say that i got accepted into dbu ! ! ! # dbuishome,0
"it 's cold outside , but enes kanter looks to stay hot tonight against the timberwolves . he 's eaten well during his last four vs minnesota .",0
when bae . . . i mean . . . bay . . . is there to support you from backstage . ( yesterday at korakuen hall ) # ddtpro emoji_1495 emoji_792 emoji_1498,0
a positive maya for all ur needs emoji_32,0
rt + tag a friend who you want to bring with you for a chance to win a ticket for you and your friend ! # licmiami,0
at the # astros foundation gala ! <user> : the moonlight really brings out <user> 's eyes .,0
i love them for doing this my boy meets world heart,0
yes i have a symbol-shaped guitar and stage . doesn 't everyone ? emoji_36,0
whats that ? i 'm a cute pupper ? well thank you ! ! * slurp * # fursuitfriday emoji_1364,0
rih 's old instagram pictures are truly the best,0
"with the 29th overall pick in the # nwsldraft , the <user> selects megan dougherty howard from <user> .",0
i will be back in the <user> 370z in around 30 min for my second night stint ! <user> let 's push !,0
somebody make this a cover for me that say rico recklezz-snappy ( mc gusto ) prod by young kingz incorporated,0
"rodney purvis leads # uconn with 17 points , while ucf shoots just 33.3 fg % . # huskies win first <user> game of the season !",0
dad is producing a new show that takes place in an alternate universe where up is down and left is right and # alternativefacts are king !,0
what a pretty girl ! emoji_238,0
mood emoji_36,0
keep this in mind everytime you pick up your phone .,0
"brent taylor ! ! ~ strong tourney ! ! ~ 14.7 ppg ! ! ~ ketchikan tops south 52-48 ! ~ chris lee ( 9 pts ) hits the winner , jake smith 15 points ! !",0
baby elephants are the cutest,0
""" touch me . soft eyes . soft soft soft hand . i am lonely here . sad too . touch , touch me . "" - james joyce",0
no no not again satan,0
""" the american people are better off today than before i took office 8 years ago "" - bho emoji_1109",0
""" side to side "" is officially #  1 on the pop airplay chart in canada , congratulations <user> & <user> . emoji_1165",0
i shipp adidas and gucci,0
"after taehyung calls jimin a perv for touching his thigh , jungkook goes and does this . nochu , we need to talk .",0
ambulance ride : $ 1000 underage : $ 250 hospital bills : $ 300 saying you parent / guardians name was beer : priceless # tbt,0
exo-l official website update,0
the resemblance is striking .,0
me when i wake up <user> emoji_19 emoji_19 emoji_19,0
nickolette driesse is headed to the <user> ! # weare # psws,0
"there are 39 combined points , 20 total rebounds and 15 assists in this photo . # goducks",0
zayn 's lips is my religion,0
step 1 : finished .. like and share the process # blackart # greeklife # drawings emoji_936,0
you vs the guy she tells you not to worry about emoji_1484,0
"home to see this in my study & this is how we will remember him . big smile , team player . <user> last game as england prod for 5 live .",0
imagine our front 3 if we sign payet emoji_238 emoji_238 emoji_238 emoji_1076 emoji_1076 emoji_1076,0
this is tomi lotion now . feel old yet ?,0
get yourself your own madern renaissance palette from <user> and i only,0
"boston 's lights are on , doors are open , & hearts are full # ghostlightproject # bosarts <user> <user> <user> <user>",0
gorgeous oklahoma sunset this evening ! # okwx # livingontulsatime <user>,0
thanks to all the outlander fans who voted and tweeted for <user> in <user> poy <user> not enough to win ! <user> emoji_31 emoji_105 emoji_105 emoji_105 emoji_31,0
i am blessed to announce my commitment to southern utah university i am very thankful for this opportunity <user> <user>,0
find the difference between these photos,0
squad goals : <user> # goldenglobes,0
it 's a hockey night the # cbj pre-game show starts now on <user> !,0
can 't wait to see <user> playing again . two horrible injuries behind him .,0
the sun never sets on <user> . # goldenglobes,0
"not sorry , just misunderstood . spends a lot of time speaking , read patronising , to patients . no we don 't want u back .",0
"quickest ! <user> sets fastest time on ss2 , is 4.8 s faster than # kopecky # wrc2 # montecarlo17 # skoda",0
oreo ice cream .,0
# dawgsinthenfl dgd tavarres king with the big touchdown ! # godawgs # teamtk12 emoji_682 emoji_51 emoji_53,0
for your tl emoji_70 emoji_70,0
request for baliw on # morpinoybiga10 <user> now :) mayward flywithme,0
merrimack college !,0
david duchovny liking audrey 's tweet abt how she was doing the march for @ gilliana makes me feel that gillovny is alive,0
"nintendo is nice af , letting you pay them to do things on your phone that you can already do on your phone anyway .",0
"if you put fences around people , you get sheep . give people the room they need . william l . mcknight",0
"soap project update : 3,000 soaps we labeled were used in hotels . 5 missing girls were recognized . we were one small part of a huge outreach .",0
"explains a lot about liberals , especially celebrities , doesn 't it ?",0
new squad emoji_2221 emoji_2221,0
me : i should probably do my homework inner me : take a nap,0
here are your all-star starters,0
"spanish newspaper describing 'our ' pm wanting a "" hostile "" # brexit uk is truly the outcast of europe : scotland wants none of this !",0
well behaved women rarely make history emoji_119,0
congratulations romeo dance teams ! varsity jazz - 1st place varsity pom - 1st place jv hip hop - 1st place ! jv pom - 2nd place gl @ nationals,0
the sun front page : 'urine trouble ' # skypapers,0
the greatest . # nationalchampionship,0
you can use these lauren edits to vote on instagram # exsandohs # bestcover # iheartawards,0
queen <user> # goldenglobes,0
"over a bridge on i - 95 , near washington ... love it ! emoji_19 emoji_19",0
when you 're bored and have no one to talk to emoji_19,0
the only art i need,0
happy 2017 beautiful ! <user> wishing you # love and # success ! !,0
chen finally reunited with his friends after 5 years,0
i couldn 't get thru the sea of packed ppl 2 # indigenouswomenrise but i was there n did my best to represent .,0
tonight at 7:30 p <user> is checking in with <user> and hooking it up with vyp tickets for his show monday ! ! !,0
me at the beginning of 2013 vs . the beginning of 2017,0
back at it !,0
hello,0
"riz ahmed : looks good both on earth and in a galaxy far , far away . # goldenglobes",0
justice league team photo released ! ! emoji_238 emoji_238 emoji_238,0
winner of <user> will be announced tonight . good luck <user> emoji_794,0
breaking : arthur sinodinos now receiving directions to health minister 's office after initially striding off in completely wrong direction .,0
overman from <user> 's multiversity by jim lee & scott williams <user> <user> <user>,0
and pose emoji_381,0
this is why drake is so amazing emoji_238,0
here 's an exclusive sneak peak of the new mulan movie ( 2018 ),0
please read it and support to starlight . thank you # justiceforvixx,0
drown in a snow !,0
they did it ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! # riseup # falconsonfox5 <user> # fox5atl,0
extremely blessed to say i have verbally committed to play football at stonehill college # skyhawknation emoji_1858 emoji_53,0
# loveflowers tulip facts the best time to plant tulip bulbs is in the fall so they can grow roots before it gets too cold . emoji_70,0
state bound,0
""" how is the new semester going ? """,0
